"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","HLON_1","HLAT_1","ZH_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","SENSITIVITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"334535",1958686463,55340369,75431.66411,-148.712922,64.878045,128.19,211.287078,64.878045,128.19,211.287074,64.878046,130.69,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.52,0.82,0.97,1.12,1.27,1.42,2.5,128.64,5.386,12667.51,0.117,0.978,1,1,1,1958686587,70260709,79161.7795,-148.712927,64.878043,128.08,211.287073,64.878043,128.08,211.287072,64.878043,130.47,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.82,0.97,1.12,1.12,1.42,2.4,142.16,1.83,12618.98,0.072,0.981,1,1,1,0.325268578111371,-0.109999999999985,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,-0.15,0,0,0,0,0,-0.15,0,-0.1,296.72,-Inf,-Inf,TRUE,TRUE,NA
"334538",1958686463,55340372,75431.66486,-148.712712,64.877986,128.34,211.287288,64.877986,128.34,211.287284,64.877988,131.25,-1.04,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.45,0.6,0.9,1.04,1.19,1.49,1.79,2.91,128.57,5.439,12667.95,0.099,0.979,1,1,1,1958686587,70260706,79161.77875,-148.712715,64.877986,128.26,211.287285,64.877986,128.26,211.287284,64.877986,130.96,-1.12,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.52,0.97,0.97,1.12,1.27,1.57,2.7,141.63,1.881,12619.42,0.177,0.979,1,1,1,0.142126403820269,-0.0800000000000125,-0.0800000000000001,-0.07,-0.07,-0.0700000000000001,-0.07,0.08,-0.07,0.08,-0.07,0.08,-0.07,0.07,-0.08,-0.08,0.07,-0.08,-0.08,0.07,-0.0700000000000001,-0.0699999999999998,-0.22,-0.22,-0.21,296.72,-Inf,-Inf,TRUE,TRUE,NA
"334559",1958686463,55340393,75431.67011,-148.71125,64.877591,130.07,211.288727,64.877599,144.01,211.288725,64.877599,145.06,-1.04,-0.75,-0.6,-0.45,-0.3,-0.15,0,0.15,0.15,0.45,0.75,1.19,1.64,2.24,3.13,7.01,9.1,10.89,11.33,11.63,12.38,13.72,14.99,128.13,5.806,12675.39,0.298,0.978,1,1,1,1958686587,70260685,79161.7735,-148.711262,64.877584,129.97,211.288732,64.877586,140.26,211.28873,64.877587,143.37,-1.01,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.64,1.09,1.54,1.83,2.43,5.28,8.28,10.07,10.52,10.82,11.27,11.87,13.41,138.74,2.238,12620.76,0.301,0.982,1,1,1,0.965348778249308,-0.0999999999999943,0.03,0.04,0.0399999999999999,0.04,0.04,0.04,-0.11,-0.11,0.04,-0.11,-0.11,-0.0999999999999999,-0.0999999999999999,-0.41,-0.7,-1.73,-0.82,-0.82,-0.81,-0.81,-1.11,-1.85,-1.58,296.72,-Inf,-Inf,TRUE,TRUE,NA
"338113",1958686463,55344253,75432.63511,-148.714721,64.875909,124.46,211.285258,64.875916,137.54,211.285252,64.875918,141.27,-0.89,-0.6,-0.3,-0.15,0.15,0.3,0.6,2.68,6.41,8.95,10.59,11.19,11.78,12.23,12.83,13.42,13.87,14.62,14.77,15.07,15.36,15.81,16.82,128.95,5.667,12678.12,0.541,0.978,1,1,1,1958686587,70265417,79162.95651,-148.714714,64.875904,124.29,211.285276,64.875909,143.2,211.285275,64.875909,144.85,-0.64,-0.49,-0.19,-0.04,0.26,0.56,1.01,5.36,7,8.95,10.6,11.35,12.1,12.7,13.29,14.04,14.64,15.99,16.59,17.19,18.09,19.14,20.56,135.13,2.086,12624.81,0.538,0.976,1,1,1,0.648498744116995,-0.169999999999987,0.25,0.11,0.11,0.11,0.11,0.26,0.41,2.68,0.59,0,0.00999999999999979,0.16,0.32,0.469999999999999,0.459999999999999,0.619999999999999,0.770000000000001,1.37,1.82,2.12,2.73,3.33,3.74,296.72,-Inf,-Inf,TRUE,TRUE,NA
"338114",1958686463,55344254,75432.63536,-148.71483,64.875835,123.78,211.285147,64.875843,138.03,211.285144,64.875844,140.19,-1.27,-0.97,-0.67,-0.52,-0.52,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.52,0.82,6.64,9.92,12.75,14.1,14.24,14.39,14.69,15.14,16.41,129.39,5.672,12678.41,0.605,0.98,1,1,1,1958686587,70265418,79162.95676,-148.714817,64.875837,123.76,211.285176,64.875841,137.84,211.285175,64.875841,139.83,-1.24,-0.94,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,0.71,1.61,9.85,12.55,12.99,13.59,14.04,14.64,16.07,136.21,2.095,12626.31,0.17,0.981,1,1,1,0.655026190658781,-0.019999999999996,0.03,0.03,-0.12,-0.12,0.03,0.03,-0.12,-0.12,0.03,-0.11,-0.11,-0.11,-0.11,-0.26,-5.93,-8.31,-2.9,-1.55,-1.25,-0.800000000000001,-0.65,-0.5,-0.34,296.72,-Inf,-Inf,TRUE,TRUE,NA
"338115",1958686463,55344255,75432.63561,-148.714937,64.875763,123.54,211.285038,64.875772,139.24,211.285032,64.875774,142.86,-0.78,-0.48,-0.19,-0.04,0.11,0.56,5.93,9.21,11,12.34,12.94,13.54,14.13,14.73,15.33,15.77,16.37,17.12,17.26,17.56,17.71,18.16,19.32,129.81,5.678,12678.12,0.558,0.98,1,1,1,1958686587,70265419,79162.95701,-148.714926,64.875766,123.31,211.285067,64.87577,137.39,211.285065,64.875771,141.81,-0.37,-0.07,0.22,3.82,8.46,10.11,11.61,12.51,13.11,13.41,13.71,14.01,14.31,14.75,15.05,15.5,16.1,16.55,16.7,17,17.15,17.45,18.5,137.34,2.105,12625.86,0.523,0.98,1,1,1,0.619210680152005,-0.230000000000004,0.41,0.41,0.41,3.86,8.35,9.55,5.68,3.3,2.11,1.07,0.770000000000001,0.470000000000001,0.18,0.0199999999999996,-0.279999999999999,-0.27,-0.27,-0.57,-0.560000000000002,-0.559999999999999,-0.560000000000002,-0.710000000000001,-0.82,296.72,-Inf,-Inf,TRUE,TRUE,NA
"338117",1958686463,55344257,75432.63611,-148.715045,64.875891,123.79,211.284931,64.8759,139.08,211.284923,64.875902,143.74,3.65,7.23,9.32,10.52,11.26,11.86,12.31,12.9,13.5,13.95,14.4,14.84,15.29,15.74,16.19,16.63,17.08,17.83,17.98,18.12,18.42,18.87,19.95,129.45,5.619,12675.88,0.572,0.977,1,1,1,1958686587,70265415,79162.95601,-148.715028,64.875889,123.74,211.284963,64.875893,140.48,211.284962,64.875894,143.4,-0.3,0,0.6,2.25,4.49,6.59,7.49,8.39,9.44,10.04,10.64,11.24,11.68,12.28,13.18,14.08,15.73,17.08,17.38,17.83,18.13,18.58,19.66,136.64,2.045,12625.11,0.588,0.977,1,1,1,0.83572250484788,-0.0500000000000114,-3.95,-7.23,-8.72,-8.27,-6.77,-5.27,-4.82,-4.51,-4.06,-3.91,-3.76,-3.6,-3.61,-3.46,-3.01,-2.55,-1.35,-0.75,-0.600000000000001,-0.290000000000003,-0.290000000000003,-0.290000000000003,-0.289999999999999,296.72,-Inf,-Inf,TRUE,TRUE,NA
"339409",1958686463,55345640,75432.98187,-148.723272,64.877291,115.19,211.276717,64.877296,125.89,211.276712,64.877297,130.04,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.15,0.45,0.75,4.04,7.93,9.57,10.47,11.22,12.26,12.56,12.86,13.16,13.61,14.84,132.49,3.784,12652.12,0.537,0.979,1,1,1,1958686587,70266598,79163.25176,-148.723278,64.877298,115.05,211.276723,64.877298,125.8,211.276723,64.877299,129.55,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.19,0.49,1.39,5.58,8.28,9.63,10.53,11.28,12.18,12.33,12.63,12.93,13.38,14.5,199.64,0.543,12626.66,0.542,0.977,1,1,1,0.830358625286515,-0.140000000000001,0.04,0.04,0.0399999999999999,0.04,0.04,-0.11,0.04,0.04,0.04,0.04,0.04,0.64,1.54,0.35,0.0600000000000005,0.0599999999999987,0.0599999999999987,-0.0800000000000001,-0.23,-0.229999999999999,-0.23,-0.229999999999999,-0.34,296.72,-Inf,-Inf,TRUE,TRUE,NA
"339415",1958686463,55345646,75432.98337,-148.723679,64.877406,115.49,211.276315,64.877409,120.99,211.27631,64.877411,126.56,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.07,0.22,0.52,1.27,2.92,4.11,4.86,5.46,6.06,6.96,8.3,8.6,9.05,9.5,10.1,11.07,132.72,3.681,12650.78,0.42,0.976,1,1,1,1958686587,70266592,79163.25026,-148.72368,64.877411,115.39,211.276321,64.877411,120.45,211.276321,64.877412,125.81,-0.97,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.67,2.17,3.52,4.42,5.17,6.07,7.12,7.57,8.02,8.62,9.37,10.42,210.64,0.529,12626.36,0.459,0.977,1,1,1,0.559286545544683,-0.0999999999999943,-0.15,0,0,0,-0.15,-0.15,-0.14,-0.14,-0.15,-0.3,-0.9,-2.25,-1.94,-1.34,-1.04,-0.89,-0.89,-1.18,-1.03,-1.03,-0.880000000000001,-0.73,-0.65,296.72,-Inf,-Inf,TRUE,TRUE,NA
"339418",1958686463,55345649,75432.98412,-148.72389,64.877461,115.51,211.276103,64.877464,122.58,211.276101,64.877465,124.75,-1.08,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.41,1.01,3.1,5.5,6.1,6.84,7.44,8.04,9.24,132.86,3.629,12649.73,0.105,0.983,1,1,1,1958686587,70266589,79163.24951,-148.723882,64.877469,115.36,211.276119,64.87747,123.38,211.276119,64.87747,124.5,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,2.32,5.17,5.62,6.22,7.12,8.02,9.14,216.31,0.529,12626.06,0.131,0.977,1,1,1,0.968852638140412,-0.150000000000006,0.11,-0.0299999999999999,-0.03,-0.03,-0.03,-0.03,0.12,-0.03,0.12,-0.03,0.11,-0.04,0.11,-0.04,-0.04,-0.34,-0.78,-0.33,-0.48,-0.62,-0.32,-0.0199999999999996,-0.0999999999999996,296.72,-Inf,-Inf,TRUE,TRUE,NA
"341686",1958686463,55348178,75433.61637,-148.723681,64.875783,116.04,211.276314,64.875785,120.34,211.276311,64.875786,122.88,-0.9,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.45,0.75,1.5,2.39,3.14,3.89,4.49,5.08,5.23,5.38,5.53,5.83,6.84,131.64,4.13,12655.98,0.455,0.981,1,1,1,1958686587,70269193,79163.90052,-148.723694,64.875789,115.92,211.276306,64.875789,120.01,211.276306,64.875789,122.52,-0.97,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.07,0.22,0.37,0.67,1.72,2.77,3.52,4.27,4.87,5.02,5.32,5.47,5.77,6.59,169.26,0.71,12626.2,0.431,0.973,1,1,1,0.909161215783703,-0.120000000000005,-0.07,-0.0700000000000001,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.08,-0.23,-0.23,-0.38,-0.83,-0.67,-0.37,-0.37,-0.220000000000001,-0.21,-0.210000000000001,-0.0599999999999996,-0.0600000000000005,-0.0600000000000005,-0.25,296.72,-Inf,-Inf,TRUE,TRUE,NA
"341689",1958686463,55348181,75433.61712,-148.723896,64.875839,115.86,211.276099,64.875841,120.01,211.276097,64.875842,121.99,-0.93,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.86,1.91,2.8,3.55,4,4.45,4.6,4.75,4.9,5.2,6.13,131.76,4.077,12655.23,0.368,0.976,1,1,1,1958686587,70269190,79163.89977,-148.723905,64.875841,115.66,211.276095,64.875841,119.82,211.276095,64.875841,121.73,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.45,0.75,1.8,2.7,3.45,3.9,4.5,4.65,4.65,4.95,5.1,6.07,172.67,0.677,12626.2,0.448,0.972,1,1,1,0.481162881406146,-0.200000000000003,0.03,-0.11,-0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.11,-0.11,-0.0999999999999996,-0.0999999999999996,-0.1,0.0499999999999998,0.0500000000000007,-0.0999999999999996,0.0499999999999998,-0.100000000000001,-0.0599999999999996,296.72,-Inf,-Inf,TRUE,TRUE,NA
"341692",1958686463,55348184,75433.61787,-148.724102,64.875896,115.68,211.275894,64.875897,119.46,211.275891,64.875898,121.63,-0.93,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,1.31,2.06,2.8,3.55,4.15,4.3,4.45,4.6,4.9,5.94,131.86,4.025,12656.29,0.364,0.974,1,1,1,1958686587,70269187,79163.89902,-148.724111,64.8759,115.54,211.275889,64.875901,119.21,211.275889,64.875901,121.38,-1.01,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.94,1.84,2.59,3.33,4.08,4.23,4.38,4.53,4.98,5.85,176.29,0.643,12625.61,0.446,0.973,1,1,1,0.616915077306579,-0.140000000000001,-0.08,0.0800000000000001,0.08,0.08,-0.07,0.08,-0.07,-0.07,0.08,-0.07,-0.07,-0.07,-0.0700000000000001,-0.37,-0.22,-0.21,-0.22,-0.0700000000000003,-0.0699999999999994,-0.0700000000000003,-0.0699999999999994,0.0800000000000001,-0.0900000000000007,296.72,-Inf,-Inf,TRUE,TRUE,NA
"341695",1958686463,55348187,75433.61862,-148.724317,64.875952,115.57,211.275679,64.875954,119.42,211.275676,64.875955,121.93,-1.05,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0.15,0.3,0.3,0.6,1.2,2.09,2.84,3.59,4.34,4.49,4.64,4.93,5.38,6.36,131.99,3.972,12655.1,0.414,0.979,1,1,1,1958686587,70269184,79163.89827,-148.724308,64.875954,115.42,211.275692,64.875954,119.54,211.275692,64.875955,121.72,-1.01,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.94,1.99,2.89,3.63,4.38,4.53,4.68,4.98,5.43,6.3,180.1,0.615,12626.06,0.518,0.974,1,1,1,0.48116131281685,-0.149999999999991,0.04,0.04,0.0399999999999999,0.04,-0.11,0.04,0.04,0.04,0.04,-0.11,-0.11,0.04,-0.11,-0.26,-0.0999999999999999,0.0500000000000003,0.04,0.04,0.04,0.04,0.0500000000000007,0.0499999999999998,-0.0600000000000005,296.72,-Inf,-Inf,TRUE,TRUE,NA
"341698",1958686463,55348190,75433.61937,-148.724508,64.876011,115.29,211.275488,64.876012,118.43,211.275485,64.876013,121.49,-0.9,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.15,0.3,0.6,1.64,2.39,2.99,3.44,4.19,4.34,4.49,4.79,5.23,6.21,132.06,3.922,12653.75,0.423,0.98,1,1,1,1958686587,70269181,79163.89752,-148.72451,64.876012,115.19,211.27549,64.876013,118.26,211.27549,64.876013,121.15,-0.9,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.6,1.5,2.25,2.85,3.45,4.05,4.2,4.5,4.65,4.95,5.96,184.38,0.588,12626.36,0.389,0.975,1,1,1,0.14629200902568,-0.100000000000009,0,0,0,0,0,0,0,-0.15,0,-0.15,0,0,0,-0.14,-0.14,-0.14,0.0100000000000002,-0.140000000000001,-0.14,0.00999999999999979,-0.14,-0.28,-0.25,296.72,-Inf,-Inf,TRUE,TRUE,NA
"341701",1958686463,55348193,75433.62012,-148.724723,64.876067,115.09,211.275273,64.876068,119.2,211.275269,64.87607,122.53,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.64,1.23,2.13,3.03,3.78,4.52,5.42,5.57,5.87,6.02,6.47,7.44,132.19,3.868,12653.16,0.49,0.978,1,1,1,1958686587,70269178,79163.89677,-148.724714,64.876074,114.99,211.275286,64.876074,119.53,211.275286,64.876074,122.49,-0.9,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.45,1.05,1.95,3,3.75,4.65,5.55,5.7,6,6.15,6.6,7.49,189.1,0.563,12626.81,0.557,0.971,1,1,1,0.889110224196259,-0.100000000000009,-0.04,-0.04,-0.0399999999999999,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.19,-0.18,-0.18,-0.0299999999999998,-0.0299999999999998,0.130000000000001,0.13,0.13,0.13,0.130000000000001,0.13,0.0499999999999998,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344016",1958686463,55350736,75434.25588,-148.725416,64.874426,113.88,211.274584,64.874426,113.88,211.27458,64.874428,117.51,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.93,1.23,1.53,1.98,2.58,3.63,132.59,4.213,12660.77,0.103,0.981,1,1,1,1958686587,70272305,79164.67853,-148.725428,64.874421,113.74,211.274572,64.874421,113.74,211.274572,64.874421,117.53,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,1.12,1.27,1.72,2.17,2.62,3.78,160.66,0.738,12627.85,0.161,0.974,1,1,1,0.796141829750131,-0.140000000000001,0.0399999999999998,0.04,0.0399999999999999,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.04,0.19,0.19,0.04,0.15,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344019",1958686463,55350739,75434.25663,-148.725631,64.874482,113.8,211.274369,64.874482,113.8,211.274365,64.874484,117.43,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.78,0.93,1.23,2.13,3.63,132.72,4.16,12659.57,0.122,0.98,1,1,1,1958686587,70272308,79164.67928,-148.725636,64.87448,113.63,211.274364,64.87448,113.63,211.274363,64.87448,116.48,-1.12,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,0.67,0.82,0.97,1.57,2.85,163.27,0.695,12628.9,0.098,0.974,1,1,1,0.325291752266956,-0.170000000000002,0.0399999999999998,0.04,0.0399999999999999,-0.11,0.04,0.04,0.04,0.04,0.04,-0.11,0.04,-0.11,0.03,-0.12,0.03,-0.12,-0.12,0.03,-0.11,-0.11,-0.26,-0.56,-0.78,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344022",1958686463,55350742,75434.25738,-148.725838,64.874539,113.71,211.274158,64.874541,117.45,211.274154,64.874542,120.85,-0.97,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.52,0.97,1.57,2.47,3.36,3.96,5.01,5.31,5.46,5.76,6.2,7.14,132.83,4.108,12658.23,0.4,0.977,1,1,1,1958686587,70272311,79164.68003,-148.725853,64.874538,113.67,211.274147,64.874539,117.6,211.274147,64.874539,120.53,-1.01,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.94,1.69,2.74,3.48,4.08,4.98,5.28,5.43,5.73,6.03,6.86,166.37,0.654,12628.3,0.477,0.965,1,1,1,0.71941008481225,-0.039999999999992,-0.04,-0.0399999999999999,-0.04,-0.04,0.11,-0.04,-0.04,0.11,-0.03,-0.03,-0.03,-0.03,-0.03,0.12,0.27,0.12,0.12,-0.0299999999999994,-0.0299999999999994,-0.0300000000000002,-0.0299999999999994,-0.17,-0.279999999999999,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344025",1958686463,55350745,75434.25813,-148.726053,64.874595,114.12,211.273943,64.874597,118.05,211.273939,64.874598,120.96,-0.78,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.41,0.86,1.61,2.21,2.65,3.1,3.55,4,4.45,4.9,5.05,5.35,5.49,5.79,6.84,132.97,4.055,12656.74,0.361,0.974,1,1,1,1958686587,70272314,79164.68078,-148.726055,64.874601,113.97,211.273945,64.874602,117.87,211.273945,64.874602,120.42,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.11,0.26,0.56,1.31,2.06,2.51,2.96,3.41,3.86,4.31,4.76,4.91,5.06,5.36,5.66,6.45,169.55,0.613,12626.96,0.363,0.968,1,1,1,0.675412351386905,-0.150000000000006,-0.01,0,0,0,0,0,0,-0.15,-0.15,-0.3,-0.3,-0.15,-0.14,-0.14,-0.14,-0.14,-0.140000000000001,-0.140000000000001,-0.14,-0.29,-0.13,-0.13,-0.39,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344028",1958686463,55350748,75434.25888,-148.726264,64.874659,114.07,211.273736,64.874659,114.07,211.273731,64.874661,119.15,-1.05,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.45,0.6,0.9,1.2,1.94,3.14,3.29,3.59,3.89,4.19,5.08,133.06,4.001,12657.19,0.31,0.977,1,1,1,1958686587,70272317,79164.68153,-148.726261,64.874657,113.91,211.273738,64.874657,116.8,211.273738,64.874657,119.35,-1.05,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.75,1.2,1.8,3.15,3.3,3.6,3.9,4.35,5.43,173.31,0.578,12627.26,0.265,0.973,1,1,1,0.264374847506,-0.159999999999997,0,0,0,0,0,0,-0.15,0,-0.15,0,0,-0.15,-0.15,-0.15,-0.15,0,-0.14,0.00999999999999979,0.00999999999999979,0.0100000000000002,0.00999999999999979,0.159999999999999,0.35,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344031",1958686463,55350751,75434.25963,-148.726479,64.874715,114.13,211.273521,64.874715,114.13,211.273516,64.874717,119.47,-1.05,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.75,1.2,1.64,2.39,3.29,3.59,3.74,4.04,4.34,5.35,133.21,3.948,12656.3,0.307,0.979,1,1,1,1958686587,70272320,79164.68228,-148.72647,64.874716,114.04,211.27353,64.874716,116.96,211.27353,64.874716,119.1,-1.09,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.41,0.71,1.01,1.46,2.21,3.11,3.26,3.56,3.86,4.16,5.06,177.56,0.544,12628.01,0.31,0.97,1,1,1,0.440756394212128,-0.0899999999999892,-0.04,-0.04,-0.04,-0.04,0.11,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.19,-0.18,-0.18,-0.18,-0.33,-0.18,-0.18,-0.18,-0.29,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344034",1958686463,55350754,75434.26038,-148.726684,64.874771,113.83,211.273312,64.874773,117.68,211.273309,64.874774,120.94,-0.9,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.45,0.9,1.79,2.69,3.44,4.19,4.94,5.23,5.38,5.68,5.98,7.1,133.33,3.896,12654.96,0.4,0.976,1,1,1,1958686587,70272323,79164.68303,-148.726668,64.874769,113.69,211.273332,64.87477,117.74,211.273332,64.87477,120.93,-0.94,-0.64,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.26,0.41,0.56,1.16,1.91,2.66,3.26,3.86,4.31,5.06,5.21,5.51,5.81,6.26,7.23,182.1,0.517,12627.86,0.423,0.97,1,1,1,0.790191997371487,-0.140000000000001,-0.0399999999999999,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.26,0.26,0.26,0.71,1.01,0.87,0.57,0.42,0.119999999999999,0.119999999999999,-0.0200000000000005,0.13,0.13,0.279999999999999,0.130000000000001,296.72,-Inf,-Inf,TRUE,TRUE,NA
"344040",1958686463,55350760,75434.26188,-148.727102,64.874877,113.52,211.272896,64.874878,115.54,211.272892,64.87488,119.36,-1.01,-0.71,-0.56,-0.56,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.93,1.68,2.43,3.48,3.63,3.93,4.37,4.67,5.83,133.65,3.794,12654.67,0.347,0.98,1,1,1,1958686587,70272329,79164.68453,-148.727089,64.87488,113.39,211.272911,64.87488,117.58,211.272911,64.87488,119.57,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.6,1.05,1.8,2.55,3.75,4.05,4.35,4.65,5.1,6.18,193.29,0.472,12627.56,0.401,0.972,1,1,1,0.700855683348495,-0.129999999999995,0.11,-0.04,-0.0399999999999999,0.11,-0.04,-0.04,0.11,-0.04,0.11,-0.04,0.11,-0.04,-0.04,0.11,0.12,0.12,0.12,0.27,0.42,0.419999999999999,0.28,0.43,0.35,296.72,-Inf,-Inf,TRUE,TRUE,NA
